"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228"
"1",97,59,21,323,205,44,96,86,220,19,56,91,143,79,160,90,105,45,120,168,238,102,87,55,69,217,92,63,174,157,84,62,32,175,76,37,50,137,29,33,5,43,54,55,81,63,98,54,36,113,184,60,107,56,29,70,25,188,19,92,38,105,56,73,81,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",71,108,120,82,132,67,63,54,119,62,128,92,52,65,19,80,43,7,86,105,24,55,46,11,131,43,45,52,51,1,38,98,70,66,45,103,51,92,62,30,76,128,26,26,33,46,105,26,78,87,79,63,74,39,148,1,21,46,41,5,38,86,109,100,64,132,68,104,69,77,62,118,179,100,181,22,52,44,39,77,85,58,76,74,90,61,48,23,55,45,27,24,90,38,39,68,65,39,62,51,33,65,121,27,24,64,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",75,37,76,76,28,30,24,131,24,16,30,32,13,39,39,51,6,20,18,52,37,18,34,32,21,28,40,47,65,95,65,29,60,68,55,44,9,32,72,38,32,66,63,29,99,43,4,10,31,12,56,21,41,18,20,56,61,51,81,33,22,68,12,23,61,30,76,87,96,9,43,9,42,17,88,36,20,62,30,29,55,50,8,32,37,32,89,26,71,2,35,89,5,53,74,38,23,59,26,107,33,42,44,100,47,4,65,5,36,32,45,77,40,36,47,14,30,29,32,45,66,7,60,42,96,39,7,54,54,24,22,48,31,56,22,88,19,41,46,38,62,83,143,11,21,48,79,58,24,6,38,57,21,63,41,29,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",27,71,16,39,24,92,71,23,36,57,132,48,17,40,52,3,57,33,16,52,53,40,1,25,35,52,33,94,92,27,42,20,13,36,37,8,44,37,27,23,22,45,37,38,45,82,10,31,28,37,53,59,28,32,23,35,30,23,47,87,33,49,43,76,34,47,15,3,78,26,59,60,41,19,32,60,76,36,48,16,25,70,4,14,24,15,50,42,2,21,115,60,28,59,17,41,33,27,42,48,43,96,26,35,40,44,55,42,56,22,36,18,25,6,135,11,32,17,42,20,12,27,51,34,49,23,35,60,60,10,39,9,38,48,43,19,47,42,65,81,50,15,28,71,19,64,26,21,16,10,12,30,50,68,21,34,68,18,67,62,78,23,29,5,17,76,32,18,24,19,98,42,29,12,26,22,67,25,29,12,31,32,26,50,28,31,19,11,16,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",44,17,23,20,31,19,11,22,18,79,8,54,50,25,56,24,42,15,19,38,4,44,96,64,50,47,10,25,19,20,25,24,41,4,18,11,74,30,64,83,9,102,11,38,27,6,53,10,63,12,11,19,19,55,26,31,44,33,48,13,11,19,27,57,51,53,22,81,10,47,16,20,47,7,22,24,42,2,37,25,11,71,27,25,26,62,27,20,39,14,16,40,18,38,8,18,14,46,25,18,16,14,42,87,5,17,48,43,80,11,20,40,21,13,45,53,26,34,16,44,31,19,20,47,10,36,46,8,13,15,54,16,53,10,22,36,31,26,49,77,16,71,18,24,7,21,13,17,50,8,43,53,26,56,29,67,1,76,15,39,20,43,61,29,58,22,73,23,27,59,56,34,32,14,17,15,22,27,42,86,66,66,26,17,28,22,6,22,27,41,13,15,45,86,21,26,9,27,32,34,6,23,86,29,32,25,10,56,29,25,30,12,54,41,34,79,14,28,11,11,47,11,60,4,21,31,2,13
