"","Largos","Dimension","Semillas"
"2832",81,140,147
"2833",11,140,147
"2834",15,140,147
"2835",18,140,147
"2836",38,140,147
"2837",12,140,147
"2838",19,140,147
"2839",17,140,147
"2840",18,140,147
"2841",7,140,147
"2842",20,140,147
"2843",10,140,147
"2844",13,140,147
"2845",42,140,147
"2846",38,140,147
"2847",12,140,147
"2848",14,140,147
"2849",15,140,147
"2850",16,140,147
"2851",33,140,147
"2852",3,140,147
"2853",16,140,147
"2854",13,140,147
"2855",20,140,147
"2856",4,140,147
"2857",35,140,147
"2858",66,140,147
"2859",6,140,147
"2860",54,140,147
"2861",11,140,147
"2862",32,140,147
"2863",12,140,147
"2864",53,140,147
"2865",12,140,147
"2866",49,140,147
"2867",31,140,147
"2868",34,140,147
"2869",14,140,147
"2870",13,140,147
"2871",108,140,147
"2872",7,140,147
"2873",8,140,147
"2874",46,140,147
"2875",14,140,147
"2876",5,140,147
"2877",18,140,147
"2878",171,140,147
"2879",16,140,147
"2880",45,140,147
"2881",13,140,147
"2882",14,140,147
"2883",85,140,147
"2884",45,140,147
"2885",25,140,147
"2886",41,140,147
"2887",16,140,147
"2888",41,140,147
"2889",9,140,147
"2890",41,140,147
"2891",19,140,147
"2892",4,140,147
"2893",5,140,147
"2894",15,140,147
"2895",17,140,147
"2896",7,140,147
"2897",39,140,147
"2898",29,140,147
"2899",12,140,147
"2900",14,140,147
"2901",29,140,147
"2902",80,140,147
"2903",7,140,147
"2904",15,140,147
"2905",81,140,147
"2906",69,140,147
"2907",90,140,147
"2908",25,140,147
"2909",36,140,147
"2910",18,140,147
"2911",50,140,147
"2912",10,140,147
"2913",20,140,147
"2914",44,140,147
"2915",16,140,147
"2916",12,140,147
"2917",56,140,147
"2918",6,140,147
"2919",29,140,147
"2920",35,140,147
"2921",34,140,147
"2922",30,140,147
"2923",75,140,147
"2924",12,140,147
"2925",35,140,147
"2926",45,140,147
"2927",6,140,147
"2928",5,140,147
"2929",9,140,147
"2930",8,140,147
"2931",124,140,147
"2932",10,140,147
"2933",11,140,147
"2934",91,140,147
"2935",93,140,147
"2936",10,140,147
"2937",13,140,147
"2938",80,140,147
"2939",2,140,147
"2940",48,140,147
"2941",7,140,147
"2942",20,140,147
"2943",11,140,147
"2944",24,140,147
"2945",4,140,147
"2946",22,140,147
"2947",14,140,147
"2948",7,140,147
"2949",58,140,147
"2950",16,140,147
"2951",16,140,147
"2952",9,140,147
"2953",13,140,147
"2954",9,140,147
"2955",11,140,147
"2956",52,140,147
"2957",23,140,147
"2958",23,140,147
"2959",15,140,147
"2960",13,140,147
"2961",6,140,147
"2962",37,140,147
"2963",15,140,147
"2964",21,140,147
"2965",38,140,147
"2966",98,140,147
"2967",60,140,147
"2968",27,140,147
"2969",4,140,147
"2970",47,140,147
"2971",34,140,147
"2972",5,140,147
"2973",56,140,147
"2974",51,140,147
"2975",25,140,147
"2976",64,140,147
"2977",12,140,147
"2978",55,140,147
"2979",12,140,147
"2980",57,140,147
"2981",22,140,147
"2982",5,140,147
"2983",18,140,147
"2984",34,140,147
"2985",4,140,147
"2986",96,140,147
"2987",85,140,147
"2988",40,140,147
"2989",19,140,147
"2990",7,140,147
"2991",19,140,147
"2992",87,140,147
"2993",33,140,147
"2994",7,140,147
"2995",95,140,147
"2996",6,140,147
"2997",14,140,147
"2998",39,140,147
"2999",5,140,147
"3000",40,140,147
"3001",19,140,284
"3002",13,140,284
"3003",10,140,284
"3004",16,140,284
"3005",40,140,284
"3006",51,140,284
"3007",39,140,284
"3008",20,140,284
"3009",14,140,284
"3010",64,140,284
"3011",100,140,284
"3012",21,140,284
"3013",49,140,284
"3014",57,140,284
"3015",63,140,284
"3016",17,140,284
"3017",223,140,284
"3018",126,140,284
"3019",68,140,284
"3020",35,140,284
"3021",87,140,284
"3022",88,140,284
"3023",20,140,284
"3024",14,140,284
"3025",112,140,284
"3026",66,140,284
"3027",8,140,284
"3028",18,140,284
"3029",15,140,284
"3030",31,140,284
"3031",132,140,284
"3032",57,140,284
"3033",74,140,284
"3034",52,140,284
"3035",9,140,284
"3036",9,140,284
"3037",11,140,284
"3038",13,140,284
"3039",46,140,284
"3040",5,140,284
"3041",65,140,284
"3042",25,140,284
"3043",7,140,284
"3044",23,140,284
"3045",6,140,284
"3046",103,140,284
"3047",8,140,284
"3048",3,140,284
"3049",116,140,284
"3050",25,140,284
"3051",10,140,284
"3052",46,140,284
"3053",8,140,284
"3054",57,140,284
"3055",180,140,284
"3056",48,140,284
"3057",16,140,284
"3058",31,140,284
"3059",39,140,284
"3060",5,140,284
"3061",60,140,284
"3062",42,140,284
"3063",21,140,284
"3064",6,140,284
"3065",45,140,284
"3066",36,140,284
"3067",29,140,284
"3068",6,140,284
"3069",62,140,284
"3070",21,140,284
"3071",167,140,284
"3072",31,140,284
"3073",120,140,284
"3074",22,140,284
"3075",73,140,284
"3076",62,140,284
"3077",50,140,284
"3078",82,140,284
"3079",22,140,284
"3080",19,140,284
"3081",39,140,284
"3082",37,140,284
"3083",115,140,284
"3084",57,140,284
"3085",10,140,284
"3086",71,140,284
"3087",50,140,284
"3088",24,140,284
"3089",27,140,284
"3090",110,140,284
"3091",15,140,284
"3092",50,140,284
"3093",60,140,284
"3094",93,140,284
"3095",76,140,284
"3096",161,140,284
"3097",222,140,284
"3098",25,140,284
"3099",18,140,284
"3100",57,140,284
"3101",26,140,284
"3102",30,140,284
"3103",13,140,284
"3104",14,140,284
"3105",27,140,284
"3106",32,140,284
"3107",8,140,284
"3108",16,140,284
"3109",21,140,284
"3110",16,140,284
"3111",53,140,284
"3112",16,140,284
"3113",161,140,284
"3114",9,140,284
"3115",11,140,284
"3116",23,140,284
"3117",10,140,284
"3118",24,140,284
"3119",67,140,284
"3120",42,140,284
"3121",35,140,284
"3122",12,140,284
"3123",29,140,284
"3124",44,140,284
"3125",41,140,284
"3126",22,140,284
"3127",41,140,284
"3128",17,140,284
"3129",163,140,284
"3130",166,140,284
"3131",148,140,284
"3132",50,140,284
"3133",44,140,284
"3134",54,140,284
"3135",97,140,284
"3136",11,140,284
"3137",10,140,284
"3138",69,140,284
"3139",89,140,284
"3140",48,140,284
"3141",8,140,284
"3142",14,140,284
"3143",74,140,284
"3144",16,140,284
"3145",3,140,284
"3146",224,140,284
"3147",2,140,284
"3148",140,140,284
"3149",146,140,284
"3150",29,140,284
"3151",96,140,284
"3152",71,140,284
"3153",23,140,284
"3154",18,140,284
"3155",18,140,284
"3156",5,140,284
"3157",4,140,284
"3158",96,140,284
"3159",24,140,284
"3160",7,140,284
"3161",44,140,284
"3162",108,140,284
"3163",21,140,284
"3164",83,140,284
"3165",40,140,284
"3166",70,140,284
"3167",174,140,284
"3168",32,140,284
"3169",13,140,284
"3170",40,140,284
"3171",20,140,284
"3172",6,140,284
"3173",45,140,284
"3174",56,140,284
"3175",41,140,284
"3176",20,140,284
"3177",97,140,284
"3178",197,140,284
"3179",22,140,284
"3180",34,140,284
"3181",63,140,284
"3182",24,140,284
"3183",72,140,284
"3184",15,140,284
"3185",25,140,284
"3186",20,140,284
"3187",7,140,284
"3188",25,140,284
"3189",3,140,284
"3190",27,140,284
"3191",7,140,284
"3192",59,140,284
"3193",20,140,284
"3194",17,140,284
"3195",6,140,284
"3196",119,140,284
"3197",47,140,284
"3198",17,140,284
"3199",66,140,284
"3200",30,140,284
"3201",172,140,9801
"3202",31,140,9801
"3203",61,140,9801
"3204",143,140,9801
"3205",58,140,9801
"3206",57,140,9801
"3207",171,140,9801
"3208",79,140,9801
"3209",14,140,9801
"3210",45,140,9801
"3211",141,140,9801
"3212",33,140,9801
"3213",336,140,9801
"3214",33,140,9801
"3215",206,140,9801
"3216",28,140,9801
"3217",266,140,9801
"3218",45,140,9801
"3219",332,140,9801
"3220",157,140,9801
"3221",142,140,9801
"3222",72,140,9801
"3223",270,140,9801
"3224",72,140,9801
"3225",82,140,9801
"3226",369,140,9801
"3227",103,140,9801
"3228",8,140,9801
"3229",118,140,9801
"3230",270,140,9801
"3231",9,140,9801
"3232",33,140,9801
"3233",149,140,9801
"3234",151,140,9801
"3235",283,140,9801
"3236",148,140,9801
"3237",38,140,9801
"3238",171,140,9801
"3239",33,140,9801
"3240",86,140,9801
"3241",249,140,9801
"3242",208,140,9801
"3243",188,140,9801
"3244",130,140,9801
"3245",181,140,9801
"3246",168,140,9801
"3247",94,140,9801
"3248",66,140,9801
"3249",369,140,9801
"3250",27,140,9801
"3251",42,140,9801
"3252",120,140,9801
"3253",51,140,9801
"3254",209,140,9801
"3255",12,140,9801
"3256",278,140,9801
"3257",30,140,9801
"3258",208,140,9801
"3259",251,140,9801
"3260",304,140,9801
"3261",120,140,9801
"3262",42,140,9801
"3263",12,140,9801
"3264",17,140,9801
"3265",129,140,9801
"3266",609,140,9801
"3267",143,140,9801
"3268",121,140,9801
"3269",198,140,9801
"3270",97,140,9801
"3271",267,140,9801
"3272",42,140,9801
"3273",139,140,9801
"3274",452,140,9801
"3275",187,140,9801
"3276",323,140,9801
"3277",101,140,9801
"3278",154,140,9801
"3279",198,140,9801
"3280",221,140,9801
"3281",10,140,9801
"3282",74,140,9801
"3283",165,140,9801
"3284",283,140,9801
"3285",112,140,9801
"3286",186,140,9801
"3287",119,140,9801
"3288",33,140,9801
"3289",160,140,9801
"3290",98,140,9801
"3291",156,140,9801
"3292",44,140,9801
"3293",147,140,9801
"3294",207,140,9801
"3295",133,140,9801
"3296",53,140,9801
"3297",107,140,9801
"3298",385,140,9801
"3299",69,140,9801
"3300",680,140,9801
"3301",61,140,9801
"3302",317,140,9801
"3303",597,140,9801
"3304",92,140,9801
"3305",115,140,9801
"3306",48,140,9801
"3307",121,140,9801
"3308",186,140,9801
"3309",104,140,9801
"3310",39,140,9801
"3311",212,140,9801
"3312",54,140,9801
"3313",90,140,9801
"3314",42,140,9801
"3315",63,140,9801
"3316",73,140,9801
"3317",148,140,9801
"3318",185,140,9801
"3319",31,140,9801
"3320",59,140,9801
"3321",291,140,9801
"3322",173,140,9801
"3323",293,140,9801
"3324",45,140,9801
"3325",55,140,9801
"3326",112,140,9801
"3327",183,140,9801
"3328",211,140,9801
"3329",23,140,9801
"3330",73,140,9801
"3331",175,140,9801
"3332",205,140,9801
"3333",35,140,9801
"3334",42,140,9801
"3335",89,140,9801
"3336",21,140,9801
"3337",133,140,9801
"3338",22,140,9801
"3339",222,140,9801
"3340",26,140,9801
"3341",168,140,9801
"3342",305,140,9801
"3343",83,140,9801
"3344",591,140,9801
"3345",453,140,9801
"3346",281,140,9801
"3347",136,140,9801
"3348",159,140,9801
"3349",170,140,9801
"3350",10,140,9801
"3351",65,140,9801
"3352",51,140,9801
"3353",53,140,9801
"3354",159,140,9801
"3355",78,140,9801
"3356",121,140,9801
"3357",43,140,9801
"3358",336,140,9801
"3359",158,140,9801
"3360",58,140,9801
"3361",64,140,9801
"3362",183,140,9801
"3363",341,140,9801
"3364",148,140,9801
"3365",42,140,9801
"3366",66,140,9801
"3367",145,140,9801
"3368",74,140,9801
"3369",142,140,9801
"3370",225,140,9801
"3371",285,140,9801
"3372",53,140,9801
"3373",132,140,9801
"3374",91,140,9801
"3375",28,140,9801
"3376",266,140,9801
"3377",836,140,9801
"3378",80,140,9801
"3379",104,140,9801
"3380",192,140,9801
"3381",200,140,9801
"3382",81,140,9801
"3383",132,140,9801
"3384",368,140,9801
"3385",111,140,9801
"3386",82,140,9801
"3387",83,140,9801
"3388",432,140,9801
"3389",43,140,9801
"3390",138,140,9801
"3391",57,140,9801
"3392",87,140,9801
"3393",49,140,9801
"3394",61,140,9801
"3395",79,140,9801
"3396",321,140,9801
"3397",86,140,9801
"3398",74,140,9801
"3399",514,140,9801
"3400",213,140,9801
"3401",386,140,19460
"3402",237,140,19460
"3403",261,140,19460
"3404",154,140,19460
"3405",339,140,19460
"3406",52,140,19460
"3407",193,140,19460
"3408",77,140,19460
"3409",133,140,19460
"3410",207,140,19460
"3411",37,140,19460
"3412",16,140,19460
"3413",20,140,19460
"3414",114,140,19460
"3415",801,140,19460
"3416",233,140,19460
"3417",34,140,19460
"3418",122,140,19460
"3419",119,140,19460
"3420",117,140,19460
"3421",63,140,19460
"3422",60,140,19460
"3423",205,140,19460
"3424",309,140,19460
"3425",29,140,19460
"3426",244,140,19460
"3427",39,140,19460
"3428",42,140,19460
"3429",97,140,19460
"3430",339,140,19460
"3431",272,140,19460
"3432",115,140,19460
"3433",274,140,19460
"3434",140,140,19460
"3435",342,140,19460
"3436",9,140,19460
"3437",141,140,19460
"3438",183,140,19460
"3439",126,140,19460
"3440",108,140,19460
"3441",262,140,19460
"3442",128,140,19460
"3443",33,140,19460
"3444",79,140,19460
"3445",172,140,19460
"3446",105,140,19460
"3447",71,140,19460
"3448",72,140,19460
"3449",110,140,19460
"3450",42,140,19460
"3451",200,140,19460
"3452",47,140,19460
"3453",305,140,19460
"3454",160,140,19460
"3455",101,140,19460
"3456",72,140,19460
"3457",152,140,19460
"3458",259,140,19460
"3459",31,140,19460
"3460",222,140,19460
"3461",32,140,19460
"3462",446,140,19460
"3463",249,140,19460
"3464",514,140,19460
"3465",268,140,19460
"3466",182,140,19460
"3467",239,140,19460
"3468",155,140,19460
"3469",17,140,19460
"3470",192,140,19460
"3471",121,140,19460
"3472",290,140,19460
"3473",200,140,19460
"3474",135,140,19460
"3475",114,140,19460
"3476",23,140,19460
"3477",247,140,19460
"3478",149,140,19460
"3479",162,140,19460
"3480",125,140,19460
"3481",32,140,19460
"3482",157,140,19460
"3483",153,140,19460
"3484",747,140,19460
"3485",75,140,19460
"3486",71,140,19460
"3487",89,140,19460
"3488",97,140,19460
"3489",570,140,19460
"3490",164,140,19460
"3491",125,140,19460
"3492",103,140,19460
"3493",258,140,19460
"3494",22,140,19460
"3495",125,140,19460
"3496",40,140,19460
"3497",473,140,19460
"3498",94,140,19460
"3499",317,140,19460
"3500",30,140,19460
"3501",25,140,19460
"3502",30,140,19460
"3503",80,140,19460
"3504",356,140,19460
"3505",45,140,19460
"3506",9,140,19460
"3507",148,140,19460
"3508",28,140,19460
"3509",189,140,19460
"3510",119,140,19460
"3511",27,140,19460
"3512",207,140,19460
"3513",47,140,19460
"3514",49,140,19460
"3515",50,140,19460
"3516",105,140,19460
"3517",101,140,19460
"3518",70,140,19460
"3519",106,140,19460
"3520",224,140,19460
"3521",14,140,19460
"3522",62,140,19460
"3523",78,140,19460
"3524",90,140,19460
"3525",433,140,19460
"3526",718,140,19460
"3527",45,140,19460
"3528",36,140,19460
"3529",28,140,19460
"3530",135,140,19460
"3531",50,140,19460
"3532",139,140,19460
"3533",45,140,19460
"3534",11,140,19460
"3535",176,140,19460
"3536",88,140,19460
"3537",66,140,19460
"3538",16,140,19460
"3539",201,140,19460
"3540",35,140,19460
"3541",20,140,19460
"3542",84,140,19460
"3543",10,140,19460
"3544",92,140,19460
"3545",52,140,19460
"3546",38,140,19460
"3547",127,140,19460
"3548",346,140,19460
"3549",47,140,19460
"3550",51,140,19460
"3551",80,140,19460
"3552",103,140,19460
"3553",195,140,19460
"3554",122,140,19460
"3555",42,140,19460
"3556",17,140,19460
"3557",163,140,19460
"3558",69,140,19460
"3559",240,140,19460
"3560",131,140,19460
"3561",46,140,19460
"3562",65,140,19460
"3563",148,140,19460
"3564",113,140,19460
"3565",42,140,19460
"3566",83,140,19460
"3567",32,140,19460
"3568",116,140,19460
"3569",96,140,19460
"3570",45,140,19460
"3571",57,140,19460
"3572",52,140,19460
"3573",110,140,19460
"3574",490,140,19460
"3575",57,140,19460
"3576",172,140,19460
"3577",70,140,19460
"3578",130,140,19460
"3579",68,140,19460
"3580",153,140,19460
"3581",24,140,19460
"3582",23,140,19460
"3583",63,140,19460
"3584",132,140,19460
"3585",133,140,19460
"3586",85,140,19460
"3587",353,140,19460
"3588",30,140,19460
"3589",381,140,19460
"3590",367,140,19460
"3591",70,140,19460
"3592",249,140,19460
"3593",274,140,19460
"3594",333,140,19460
"3595",50,140,19460
"3596",139,140,19460
"3597",63,140,19460
"3598",104,140,19460
"3599",81,140,19460
"3600",44,140,19460
"3601",19,190,39
"3602",30,190,39
"3603",6,190,39
"3604",3,190,39
"3605",20,190,39
"3606",5,190,39
"3607",12,190,39
"3608",5,190,39
"3609",20,190,39
"3610",22,190,39
"3611",66,190,39
"3612",11,190,39
"3613",38,190,39
"3614",8,190,39
"3615",14,190,39
"3616",25,190,39
"3617",16,190,39
"3618",21,190,39
"3619",16,190,39
"3620",25,190,39
"3621",31,190,39
"3622",5,190,39
"3623",8,190,39
"3624",28,190,39
"3625",23,190,39
"3626",14,190,39
"3627",19,190,39
"3628",18,190,39
"3629",17,190,39
"3630",20,190,39
"3631",5,190,39
"3632",17,190,39
"3633",11,190,39
"3634",13,190,39
"3635",13,190,39
"3636",11,190,39
"3637",17,190,39
"3638",87,190,39
"3639",20,190,39
"3640",39,190,39
"3641",10,190,39
"3642",20,190,39
"3643",3,190,39
"3644",27,190,39
"3645",11,190,39
"3646",22,190,39
"3647",36,190,39
"3648",31,190,39
"3649",22,190,39
"3650",26,190,39
"3651",24,190,39
"3652",12,190,39
"3653",17,190,39
"3654",7,190,39
"3655",18,190,39
"3656",13,190,39
"3657",14,190,39
"3658",17,190,39
"3659",39,190,39
"3660",15,190,39
"3661",12,190,39
"3662",24,190,39
"3663",6,190,39
"3664",12,190,39
"3665",9,190,39
"3666",14,190,39
"3667",12,190,39
"3668",11,190,39
"3669",15,190,39
"3670",17,190,39
"3671",16,190,39
"3672",10,190,39
"3673",21,190,39
"3674",7,190,39
"3675",4,190,39
"3676",40,190,39
"3677",3,190,39
"3678",12,190,39
"3679",6,190,39
"3680",12,190,39
"3681",15,190,39
"3682",16,190,39
"3683",13,190,39
"3684",37,190,39
"3685",63,190,39
"3686",63,190,39
"3687",48,190,39
"3688",8,190,39
"3689",9,190,39
"3690",5,190,39
"3691",14,190,39
"3692",29,190,39
"3693",20,190,39
"3694",15,190,39
"3695",14,190,39
"3696",21,190,39
"3697",21,190,39
"3698",15,190,39
"3699",11,190,39
"3700",7,190,39
"3701",10,190,39
"3702",20,190,39
"3703",7,190,39
"3704",7,190,39
"3705",60,190,39
"3706",47,190,39
"3707",14,190,39
"3708",6,190,39
"3709",17,190,39
"3710",41,190,39
"3711",12,190,39
"3712",21,190,39
"3713",21,190,39
"3714",17,190,39
"3715",11,190,39
"3716",13,190,39
"3717",10,190,39
"3718",4,190,39
"3719",8,190,39
"3720",16,190,39
"3721",56,190,39
"3722",14,190,39
"3723",12,190,39
"3724",3,190,39
"3725",19,190,39
"3726",14,190,39
"3727",8,190,39
"3728",9,190,39
"3729",15,190,39
"3730",12,190,39
"3731",23,190,39
"3732",9,190,39
"3733",4,190,39
"3734",26,190,39
"3735",99,190,39
"3736",4,190,39
"3737",11,190,39
"3738",6,190,39
"3739",4,190,39
"3740",14,190,39
"3741",3,190,39
"3742",22,190,39
"3743",19,190,39
"3744",9,190,39
"3745",31,190,39
"3746",27,190,39
"3747",14,190,39
"3748",3,190,39
"3749",13,190,39
"3750",19,190,39
"3751",92,190,39
"3752",16,190,39
"3753",16,190,39
"3754",23,190,39
"3755",2,190,39
"3756",15,190,39
"3757",25,190,39
"3758",4,190,39
"3759",5,190,39
"3760",6,190,39
"3761",4,190,39
"3762",8,190,39
"3763",10,190,39
"3764",9,190,39
"3765",15,190,39
"3766",30,190,39
"3767",30,190,39
"3768",6,190,39
"3769",14,190,39
"3770",15,190,39
"3771",36,190,39
"3772",19,190,39
"3773",11,190,39
"3774",54,190,39
"3775",11,190,39
"3776",4,190,39
"3777",45,190,39
"3778",4,190,39
"3779",36,190,39
"3780",10,190,39
"3781",12,190,39
"3782",38,190,39
"3783",25,190,39
"3784",13,190,39
"3785",5,190,39
"3786",17,190,39
"3787",29,190,39
"3788",18,190,39
"3789",6,190,39
"3790",10,190,39
"3791",5,190,39
"3792",23,190,39
"3793",10,190,39
"3794",16,190,39
"3795",15,190,39
"3796",5,190,39
"3797",8,190,39
"3798",8,190,39
"3799",11,190,39
"3800",17,190,39
"3801",24,190,105
"3802",15,190,105
"3803",7,190,105
"3804",14,190,105
"3805",6,190,105
"3806",9,190,105
"3807",10,190,105
"3808",43,190,105
"3809",14,190,105
"3810",17,190,105
"3811",7,190,105
"3812",28,190,105
"3813",18,190,105
"3814",54,190,105
"3815",54,190,105
"3816",28,190,105
"3817",4,190,105
"3818",14,190,105
"3819",5,190,105
"3820",38,190,105
"3821",6,190,105
"3822",12,190,105
"3823",16,190,105
"3824",14,190,105
"3825",9,190,105
"3826",9,190,105
"3827",29,190,105
"3828",27,190,105
"3829",16,190,105
"3830",10,190,105
"3831",11,190,105
"3832",13,190,105
"3833",12,190,105
"3834",19,190,105
"3835",17,190,105
"3836",26,190,105
"3837",20,190,105
"3838",23,190,105
"3839",14,190,105
"3840",6,190,105
"3841",14,190,105
"3842",46,190,105
"3843",12,190,105
"3844",13,190,105
"3845",35,190,105
"3846",13,190,105
"3847",19,190,105
"3848",23,190,105
"3849",21,190,105
"3850",31,190,105
"3851",16,190,105
"3852",19,190,105
"3853",11,190,105
"3854",6,190,105
"3855",14,190,105
"3856",25,190,105
"3857",9,190,105
"3858",19,190,105
"3859",17,190,105
"3860",60,190,105
"3861",45,190,105
"3862",5,190,105
"3863",8,190,105
"3864",10,190,105
"3865",47,190,105
"3866",9,190,105
"3867",32,190,105
"3868",18,190,105
"3869",43,190,105
"3870",35,190,105
"3871",16,190,105
"3872",22,190,105
"3873",27,190,105
"3874",14,190,105
"3875",18,190,105
"3876",16,190,105
"3877",8,190,105
"3878",31,190,105
"3879",10,190,105
"3880",3,190,105
"3881",38,190,105
"3882",18,190,105
"3883",4,190,105
"3884",21,190,105
"3885",17,190,105
"3886",12,190,105
"3887",14,190,105
"3888",21,190,105
"3889",6,190,105
"3890",24,190,105
"3891",8,190,105
"3892",13,190,105
"3893",16,190,105
"3894",8,190,105
"3895",14,190,105
"3896",17,190,105
"3897",10,190,105
"3898",12,190,105
"3899",19,190,105
"3900",5,190,105
"3901",10,190,105
"3902",6,190,105
"3903",16,190,105
"3904",12,190,105
"3905",14,190,105
"3906",41,190,105
"3907",17,190,105
"3908",16,190,105
"3909",25,190,105
"3910",27,190,105
"3911",11,190,105
"3912",16,190,105
"3913",23,190,105
"3914",12,190,105
"3915",59,190,105
"3916",17,190,105
"3917",12,190,105
"3918",6,190,105
"3919",23,190,105
"3920",37,190,105
"3921",32,190,105
"3922",28,190,105
"3923",17,190,105
"3924",8,190,105
"3925",11,190,105
"3926",21,190,105
"3927",17,190,105
"3928",12,190,105
"3929",29,190,105
"3930",32,190,105
"3931",30,190,105
"3932",10,190,105
"3933",6,190,105
"3934",31,190,105
"3935",14,190,105
"3936",27,190,105
"3937",20,190,105
"3938",20,190,105
"3939",10,190,105
"3940",16,190,105
"3941",64,190,105
"3942",4,190,105
"3943",24,190,105
"3944",5,190,105
"3945",40,190,105
"3946",13,190,105
"3947",10,190,105
"3948",25,190,105
"3949",6,190,105
"3950",8,190,105
"3951",6,190,105
"3952",5,190,105
"3953",8,190,105
"3954",6,190,105
"3955",11,190,105
"3956",6,190,105
"3957",14,190,105
"3958",16,190,105
"3959",6,190,105
"3960",9,190,105
"3961",18,190,105
"3962",62,190,105
"3963",12,190,105
"3964",25,190,105
"3965",44,190,105
"3966",13,190,105
"3967",33,190,105
"3968",10,190,105
"3969",15,190,105
"3970",13,190,105
"3971",14,190,105
"3972",18,190,105
"3973",10,190,105
"3974",12,190,105
"3975",45,190,105
"3976",28,190,105
"3977",8,190,105
"3978",18,190,105
"3979",41,190,105
"3980",19,190,105
"3981",21,190,105
"3982",5,190,105
"3983",24,190,105
"3984",9,190,105
"3985",19,190,105
"3986",37,190,105
"3987",22,190,105
"3988",17,190,105
"3989",41,190,105
"3990",7,190,105
"3991",7,190,105
"3992",17,190,105
"3993",7,190,105
"3994",11,190,105
"3995",13,190,105
"3996",13,190,105
"3997",13,190,105
"3998",19,190,105
"3999",30,190,105
"4000",48,190,105
"4001",22,190,197
"4002",7,190,197
"4003",10,190,197
"4004",25,190,197
"4005",39,190,197
"4006",22,190,197
"4007",16,190,197
"4008",15,190,197
"4009",15,190,197
"4010",102,190,197
"4011",39,190,197
"4012",8,190,197
"4013",21,190,197
"4014",26,190,197
"4015",96,190,197
"4016",133,190,197
"4017",14,190,197
"4018",11,190,197
"4019",18,190,197
"4020",28,190,197
"4021",12,190,197
"4022",33,190,197
"4023",99,190,197
"4024",8,190,197
"4025",35,190,197
"4026",39,190,197
"4027",7,190,197
"4028",23,190,197
"4029",16,190,197
"4030",17,190,197
"4031",33,190,197
"4032",48,190,197
"4033",84,190,197
"4034",50,190,197
"4035",9,190,197
"4036",21,190,197
"4037",29,190,197
"4038",8,190,197
"4039",22,190,197
"4040",5,190,197
"4041",156,190,197
"4042",4,190,197
"4043",81,190,197
"4044",19,190,197
"4045",19,190,197
"4046",8,190,197
"4047",57,190,197
"4048",23,190,197
"4049",80,190,197
"4050",10,190,197
"4051",66,190,197
"4052",38,190,197
"4053",8,190,197
"4054",18,190,197
"4055",17,190,197
"4056",21,190,197
"4057",22,190,197
"4058",14,190,197
"4059",24,190,197
"4060",43,190,197
"4061",60,190,197
"4062",4,190,197
"4063",49,190,197
"4064",21,190,197
"4065",11,190,197
"4066",2,190,197
"4067",61,190,197
"4068",10,190,197
"4069",12,190,197
"4070",21,190,197
"4071",51,190,197
"4072",16,190,197
"4073",16,190,197
"4074",17,190,197
"4075",26,190,197
"4076",26,190,197
"4077",49,190,197
"4078",8,190,197
"4079",48,190,197
"4080",13,190,197
"4081",15,190,197
"4082",110,190,197
"4083",30,190,197
"4084",48,190,197
"4085",4,190,197
"4086",22,190,197
"4087",22,190,197
"4088",5,190,197
"4089",7,190,197
"4090",36,190,197
"4091",10,190,197
"4092",11,190,197
"4093",129,190,197
"4094",5,190,197
"4095",15,190,197
"4096",6,190,197
"4097",19,190,197
"4098",15,190,197
"4099",124,190,197
"4100",7,190,197
"4101",71,190,197
"4102",13,190,197
"4103",14,190,197
"4104",8,190,197
"4105",148,190,197
"4106",12,190,197
"4107",27,190,197
"4108",8,190,197
"4109",8,190,197
"4110",4,190,197
"4111",106,190,197
"4112",40,190,197
"4113",92,190,197
"4114",8,190,197
"4115",31,190,197
"4116",6,190,197
"4117",18,190,197
"4118",9,190,197
"4119",75,190,197
"4120",13,190,197
"4121",118,190,197
"4122",43,190,197
"4123",68,190,197
"4124",52,190,197
"4125",24,190,197
"4126",46,190,197
"4127",23,190,197
"4128",35,190,197
"4129",10,190,197
"4130",22,190,197
"4131",17,190,197
"4132",20,190,197
"4133",32,190,197
"4134",6,190,197
"4135",21,190,197
"4136",19,190,197
"4137",22,190,197
"4138",13,190,197
"4139",11,190,197
"4140",27,190,197
"4141",21,190,197
"4142",4,190,197
"4143",92,190,197
"4144",21,190,197
"4145",123,190,197
"4146",39,190,197
"4147",15,190,197
"4148",25,190,197
"4149",48,190,197
"4150",12,190,197
"4151",57,190,197
"4152",39,190,197
"4153",98,190,197
"4154",10,190,197
"4155",51,190,197
"4156",33,190,197
"4157",21,190,197
"4158",4,190,197
"4159",7,190,197
"4160",9,190,197
"4161",15,190,197
"4162",20,190,197
"4163",46,190,197
"4164",15,190,197
"4165",30,190,197
"4166",100,190,197
"4167",7,190,197
"4168",15,190,197
"4169",20,190,197
"4170",8,190,197
"4171",42,190,197
"4172",25,190,197
"4173",34,190,197
"4174",13,190,197
"4175",60,190,197
"4176",10,190,197
"4177",56,190,197
"4178",52,190,197
"4179",13,190,197
"4180",5,190,197
"4181",44,190,197
"4182",14,190,197
"4183",57,190,197
"4184",29,190,197
"4185",7,190,197
"4186",6,190,197
"4187",10,190,197
"4188",43,190,197
"4189",21,190,197
