"","Largos","Dimension","Semillas"
"1474",11,90,52
"1475",20,90,52
"1476",20,90,52
"1477",30,90,52
"1478",20,90,52
"1479",10,90,52
"1480",22,90,52
"1481",9,90,52
"1482",6,90,52
"1483",8,90,52
"1484",119,90,52
"1485",11,90,52
"1486",51,90,52
"1487",8,90,52
"1488",24,90,52
"1489",4,90,52
"1490",9,90,52
"1491",23,90,52
"1492",34,90,52
"1493",14,90,52
"1494",50,90,52
"1495",7,90,52
"1496",20,90,52
"1497",18,90,52
"1498",89,90,52
"1499",101,90,52
"1500",13,90,52
"1501",20,90,52
"1502",14,90,52
"1503",3,90,52
"1504",24,90,52
"1505",30,90,52
"1506",22,90,52
"1507",13,90,52
"1508",18,90,52
"1509",13,90,52
"1510",9,90,52
"1511",33,90,52
"1512",15,90,52
"1513",16,90,52
"1514",34,90,52
"1515",56,90,52
"1516",11,90,52
"1517",13,90,52
"1518",12,90,52
"1519",16,90,52
"1520",9,90,52
"1521",7,90,52
"1522",43,90,52
"1523",11,90,52
"1524",5,90,52
"1525",99,90,52
"1526",27,90,52
"1527",3,90,52
"1528",55,90,52
"1529",11,90,52
"1530",18,90,52
"1531",32,90,52
"1532",30,90,52
"1533",16,90,52
"1534",6,90,52
"1535",11,90,52
"1536",17,90,52
"1537",19,90,52
"1538",93,90,52
"1539",51,90,52
"1540",6,90,52
"1541",7,90,52
"1542",15,90,52
"1543",24,90,52
"1544",49,90,52
"1545",13,90,52
"1546",30,90,52
"1547",7,90,52
"1548",7,90,52
"1549",10,90,52
"1550",27,90,52
"1551",34,90,52
"1552",59,90,52
"1553",6,90,52
"1554",24,90,52
"1555",34,90,52
"1556",55,90,52
"1557",21,90,52
"1558",28,90,52
"1559",15,90,52
"1560",46,90,52
"1561",29,90,52
"1562",43,90,52
"1563",12,90,52
"1564",20,90,52
"1565",10,90,52
"1566",11,90,52
"1567",14,90,52
"1568",30,90,52
"1569",57,90,52
"1570",9,90,52
"1571",8,90,52
"1572",17,90,52
"1573",77,90,52
"1574",4,90,52
"1575",51,90,52
"1576",31,90,52
"1577",15,90,52
"1578",8,90,52
"1579",20,90,52
"1580",34,90,52
"1581",18,90,52
"1582",15,90,52
"1583",33,90,52
"1584",149,90,52
"1585",6,90,52
"1586",38,90,52
"1587",8,90,52
"1588",92,90,52
"1589",52,90,52
"1590",13,90,52
"1591",15,90,52
"1592",7,90,52
"1593",11,90,52
"1594",61,90,52
"1595",7,90,52
"1596",33,90,52
"1597",22,90,52
"1598",19,90,52
"1599",70,90,52
"1600",8,90,52
"1601",11,90,95
"1602",38,90,95
"1603",11,90,95
"1604",136,90,95
"1605",6,90,95
"1606",139,90,95
"1607",49,90,95
"1608",14,90,95
"1609",65,90,95
"1610",36,90,95
"1611",11,90,95
"1612",15,90,95
"1613",50,90,95
"1614",14,90,95
"1615",8,90,95
"1616",38,90,95
"1617",19,90,95
"1618",16,90,95
"1619",40,90,95
"1620",7,90,95
"1621",112,90,95
"1622",29,90,95
"1623",21,90,95
"1624",33,90,95
"1625",144,90,95
"1626",19,90,95
"1627",66,90,95
"1628",40,90,95
"1629",17,90,95
"1630",14,90,95
"1631",77,90,95
"1632",22,90,95
"1633",141,90,95
"1634",35,90,95
"1635",17,90,95
"1636",13,90,95
"1637",15,90,95
"1638",14,90,95
"1639",22,90,95
"1640",52,90,95
"1641",15,90,95
"1642",29,90,95
"1643",15,90,95
"1644",10,90,95
"1645",25,90,95
"1646",13,90,95
"1647",79,90,95
"1648",73,90,95
"1649",12,90,95
"1650",15,90,95
"1651",41,90,95
"1652",14,90,95
"1653",15,90,95
"1654",53,90,95
"1655",25,90,95
"1656",8,90,95
"1657",8,90,95
"1658",25,90,95
"1659",37,90,95
"1660",166,90,95
"1661",52,90,95
"1662",4,90,95
"1663",53,90,95
"1664",11,90,95
"1665",18,90,95
"1666",11,90,95
"1667",10,90,95
"1668",30,90,95
"1669",15,90,95
"1670",45,90,95
"1671",159,90,95
"1672",3,90,95
"1673",8,90,95
"1674",24,90,95
"1675",102,90,95
"1676",35,90,95
"1677",5,90,95
"1678",15,90,95
"1679",10,90,95
"1680",40,90,95
"1681",13,90,95
"1682",10,90,95
"1683",16,90,95
"1684",11,90,95
"1685",63,90,95
"1686",41,90,95
"1687",14,90,95
"1688",12,90,95
"1689",10,90,95
"1690",5,90,95
"1691",52,90,95
"1692",65,90,95
"1693",11,90,95
"1694",5,90,95
"1695",40,90,95
"1696",10,90,95
"1697",88,90,95
"1698",52,90,95
"1699",39,90,95
"1700",18,90,95
"1701",65,90,95
"1702",127,90,95
"1703",12,90,95
"1704",40,90,95
"1705",12,90,95
"1706",40,90,95
"1707",97,90,95
"1708",13,90,95
"1709",10,90,95
"1710",6,90,95
"1711",21,90,95
"1712",16,90,95
"1713",9,90,95
"1714",60,90,95
"1715",9,90,95
"1716",40,90,95
"1717",37,90,95
"1718",9,90,95
"1719",74,90,95
"1720",52,90,95
"1721",3,90,95
"1722",103,90,95
"1723",19,90,95
"1724",43,90,95
"1725",52,90,95
"1726",57,90,95
"1727",20,90,95
"1728",76,90,95
"1729",111,90,95
"1730",179,90,95
"1731",18,90,95
"1732",35,90,95
"1733",20,90,95
"1734",27,90,95
"1735",33,90,95
"1736",28,90,95
"1737",117,90,95
"1738",66,90,95
"1739",7,90,95
"1740",37,90,95
"1741",13,90,95
"1742",127,90,95
"1743",16,90,95
"1744",19,90,95
"1745",18,90,95
"1746",12,90,95
"1747",9,90,95
"1748",109,90,95
"1749",10,90,95
"1750",116,90,95
"1751",65,90,95
"1752",2,90,95
"1753",18,90,95
"1754",17,90,95
"1755",54,90,95
"1756",13,90,95
"1757",15,90,95
"1758",25,90,95
"1759",24,90,95
"1760",16,90,95
"1761",12,90,95
"1762",6,90,95
"1763",11,90,95
"1764",70,90,95
"1765",12,90,95
"1766",53,90,95
"1767",6,90,95
"1768",13,90,95
"1769",62,90,95
"1770",9,90,95
"1771",63,90,95
"1772",39,90,95
"1773",7,90,95
"1774",16,90,95
"1775",16,90,95
"1776",9,90,95
"1777",9,90,95
"1778",32,90,95
"1779",13,90,95
"1780",14,90,95
"1781",75,90,95
"1782",110,90,95
"1783",21,90,95
"1784",16,90,95
"1785",9,90,95
"1786",30,90,95
"1787",120,90,95
"1788",95,90,95
"1789",91,90,95
"1790",8,90,95
"1791",12,90,95
"1792",15,90,95
"1793",59,90,95
"1794",13,90,95
"1795",41,90,95
"1796",29,90,95
"1797",30,90,95
"1798",13,90,95
"1799",42,90,95
"1800",7,90,95
"1801",120,90,184
"1802",20,90,184
"1803",72,90,184
"1804",88,90,184
"1805",11,90,184
"1806",44,90,184
"1807",13,90,184
"1808",330,90,184
"1809",115,90,184
"1810",48,90,184
"1811",95,90,184
"1812",23,90,184
"1813",55,90,184
"1814",327,90,184
"1815",84,90,184
"1816",87,90,184
"1817",12,90,184
"1818",27,90,184
"1819",47,90,184
"1820",42,90,184
"1821",21,90,184
"1822",45,90,184
"1823",6,90,184
"1824",20,90,184
"1825",16,90,184
"1826",125,90,184
"1827",10,90,184
"1828",57,90,184
"1829",189,90,184
"1830",65,90,184
"1831",18,90,184
"1832",45,90,184
"1833",17,90,184
"1834",16,90,184
"1835",52,90,184
"1836",160,90,184
"1837",224,90,184
"1838",43,90,184
"1839",73,90,184
"1840",230,90,184
"1841",34,90,184
"1842",48,90,184
"1843",132,90,184
"1844",29,90,184
"1845",21,90,184
"1846",49,90,184
"1847",49,90,184
"1848",60,90,184
"1849",193,90,184
"1850",63,90,184
"1851",44,90,184
"1852",101,90,184
"1853",35,90,184
"1854",12,90,184
"1855",73,90,184
"1856",57,90,184
"1857",65,90,184
"1858",42,90,184
"1859",4,90,184
"1860",77,90,184
"1861",43,90,184
"1862",29,90,184
"1863",88,90,184
"1864",45,90,184
"1865",21,90,184
"1866",10,90,184
"1867",46,90,184
"1868",10,90,184
"1869",50,90,184
"1870",2,90,184
"1871",78,90,184
"1872",52,90,184
"1873",58,90,184
"1874",225,90,184
"1875",11,90,184
"1876",124,90,184
"1877",22,90,184
"1878",26,90,184
"1879",18,90,184
"1880",14,90,184
"1881",153,90,184
"1882",12,90,184
"1883",194,90,184
"1884",34,90,184
"1885",67,90,184
"1886",27,90,184
"1887",43,90,184
"1888",5,90,184
"1889",55,90,184
"1890",21,90,184
"1891",29,90,184
"1892",105,90,184
"1893",84,90,184
"1894",132,90,184
"1895",53,90,184
"1896",19,90,184
"1897",213,90,184
"1898",7,90,184
"1899",44,90,184
"1900",9,90,184
"1901",41,90,184
"1902",2,90,184
"1903",62,90,184
"1904",16,90,184
"1905",19,90,184
"1906",10,90,184
"1907",86,90,184
"1908",29,90,184
"1909",165,90,184
"1910",159,90,184
"1911",58,90,184
"1912",109,90,184
"1913",70,90,184
"1914",99,90,184
"1915",15,90,184
"1916",62,90,184
"1917",121,90,184
"1918",82,90,184
"1919",245,90,184
"1920",33,90,184
"1921",166,90,184
"1922",10,90,184
"1923",60,90,184
"1924",11,90,184
"1925",66,90,184
"1926",9,90,184
"1927",14,90,184
"1928",17,90,184
"1929",29,90,184
"1930",149,90,184
"1931",14,90,184
"1932",63,90,184
"1933",38,90,184
"1934",143,90,184
"1935",99,90,184
"1936",4,90,184
"1937",95,90,184
"1938",77,90,184
"1939",11,90,184
"1940",28,90,184
"1941",25,90,184
"1942",6,90,184
"1943",96,90,184
"1944",40,90,184
"1945",43,90,184
"1946",38,90,184
"1947",96,90,184
"1948",54,90,184
"1949",16,90,184
"1950",116,90,184
"1951",83,90,184
"1952",14,90,184
"1953",43,90,184
"1954",35,90,184
"1955",78,90,184
"1956",7,90,184
"1957",26,90,184
"1958",23,90,184
"1959",13,90,184
"1960",193,90,184
"1961",51,90,184
"1962",149,90,184
"1963",28,90,184
"1964",53,90,184
"1965",282,90,184
"1966",63,90,184
"1967",74,90,184
"1968",17,90,184
"1969",36,90,184
"1970",152,90,184
"1971",36,90,184
"1972",41,90,184
"1973",59,90,184
"1974",50,90,184
"1975",20,90,184
"1976",12,90,184
"1977",15,90,184
"1978",106,90,184
"1979",86,90,184
"1980",47,90,184
"1981",128,90,184
"1982",8,90,184
"1983",99,90,184
"1984",91,90,184
"1985",19,90,184
"1986",21,90,184
"1987",9,90,184
"1988",78,90,184
"1989",45,90,184
"1990",15,90,184
"1991",40,90,184
"1992",34,90,184
"1993",21,90,184
"1994",55,90,184
"1995",61,90,184
"1996",30,90,184
"1997",24,90,184
"1998",131,90,184
"1999",11,90,184
"2000",96,90,184
"2001",63,90,4051
"2002",193,90,4051
"2003",78,90,4051
"2004",122,90,4051
"2005",285,90,4051
"2006",127,90,4051
"2007",83,90,4051
"2008",20,90,4051
"2009",74,90,4051
"2010",49,90,4051
"2011",119,90,4051
"2012",82,90,4051
"2013",58,90,4051
"2014",151,90,4051
"2015",120,90,4051
"2016",166,90,4051
"2017",255,90,4051
"2018",42,90,4051
"2019",8,90,4051
"2020",61,90,4051
"2021",120,90,4051
"2022",165,90,4051
"2023",112,90,4051
"2024",102,90,4051
"2025",9,90,4051
"2026",199,90,4051
"2027",88,90,4051
"2028",719,90,4051
"2029",424,90,4051
"2030",41,90,4051
"2031",20,90,4051
"2032",103,90,4051
"2033",106,90,4051
"2034",14,90,4051
"2035",174,90,4051
"2036",231,90,4051
"2037",458,90,4051
"2038",27,90,4051
"2039",133,90,4051
"2040",123,90,4051
"2041",115,90,4051
"2042",186,90,4051
"2043",138,90,4051
"2044",265,90,4051
"2045",14,90,4051
"2046",217,90,4051
"2047",63,90,4051
"2048",73,90,4051
"2049",44,90,4051
"2050",155,90,4051
"2051",101,90,4051
"2052",79,90,4051
"2053",371,90,4051
"2054",39,90,4051
"2055",133,90,4051
"2056",37,90,4051
"2057",192,90,4051
"2058",98,90,4051
"2059",58,90,4051
"2060",142,90,4051
"2061",55,90,4051
"2062",131,90,4051
"2063",219,90,4051
"2064",133,90,4051
"2065",47,90,4051
"2066",51,90,4051
"2067",57,90,4051
"2068",73,90,4051
"2069",42,90,4051
"2070",65,90,4051
"2071",500,90,4051
"2072",124,90,4051
"2073",80,90,4051
"2074",146,90,4051
"2075",101,90,4051
"2076",146,90,4051
"2077",66,90,4051
"2078",52,90,4051
"2079",41,90,4051
"2080",97,90,4051
"2081",71,90,4051
"2082",207,90,4051
"2083",43,90,4051
"2084",38,90,4051
"2085",80,90,4051
"2086",413,90,4051
"2087",125,90,4051
"2088",290,90,4051
"2089",41,90,4051
"2090",38,90,4051
"2091",117,90,4051
"2092",191,90,4051
"2093",457,90,4051
"2094",67,90,4051
"2095",94,90,4051
"2096",70,90,4051
"2097",141,90,4051
"2098",288,90,4051
"2099",92,90,4051
"2100",41,90,4051
"2101",154,90,4051
"2102",69,90,4051
"2103",182,90,4051
"2104",192,90,4051
"2105",82,90,4051
"2106",21,90,4051
"2107",34,90,4051
"2108",22,90,4051
"2109",141,90,4051
"2110",187,90,4051
"2111",402,90,4051
"2112",30,90,4051
"2113",90,90,4051
"2114",52,90,4051
"2115",85,90,4051
"2116",32,90,4051
"2117",146,90,4051
"2118",140,90,4051
"2119",87,90,4051
"2120",164,90,4051
"2121",85,90,4051
"2122",56,90,4051
"2123",77,90,4051
"2124",229,90,4051
"2125",204,90,4051
"2126",133,90,4051
"2127",236,90,4051
"2128",115,90,4051
"2129",124,90,4051
"2130",457,90,4051
"2131",24,90,4051
"2132",40,90,4051
"2133",243,90,4051
"2134",16,90,4051
"2135",22,90,4051
"2136",76,90,4051
"2137",39,90,4051
"2138",120,90,4051
"2139",140,90,4051
"2140",75,90,4051
"2141",151,90,4051
"2142",49,90,4051
"2143",80,90,4051
"2144",105,90,4051
"2145",286,90,4051
"2146",77,90,4051
"2147",39,90,4051
"2148",79,90,4051
"2149",248,90,4051
"2150",14,90,4051
"2151",355,90,4051
"2152",72,90,4051
"2153",51,90,4051
"2154",165,90,4051
"2155",26,90,4051
"2156",96,90,4051
"2157",272,90,4051
"2158",266,90,4051
"2159",113,90,4051
"2160",81,90,4051
"2161",85,90,4051
"2162",153,90,4051
"2163",28,90,4051
"2164",395,90,4051
"2165",91,90,4051
"2166",111,90,4051
"2167",32,90,4051
"2168",21,90,4051
"2169",87,90,4051
"2170",48,90,4051
"2171",105,90,4051
"2172",77,90,4051
"2173",53,90,4051
"2174",42,90,4051
"2175",326,90,4051
"2176",241,90,4051
"2177",279,90,4051
"2178",19,90,4051
"2179",139,90,4051
"2180",87,90,4051
"2181",221,90,4051
"2182",37,90,4051
"2183",161,90,4051
"2184",58,90,4051
"2185",20,90,4051
"2186",132,90,4051
"2187",37,90,4051
"2188",100,90,4051
"2189",159,90,4051
"2190",20,90,4051
"2191",41,90,4051
"2192",79,90,4051
"2193",42,90,4051
"2194",104,90,4051
"2195",71,90,4051
"2196",33,90,4051
"2197",281,90,4051
"2198",236,90,4051
"2199",85,90,4051
"2200",219,90,4051
"2201",129,90,8010
"2202",49,90,8010
"2203",30,90,8010
"2204",245,90,8010
"2205",34,90,8010
"2206",362,90,8010
"2207",246,90,8010
"2208",73,90,8010
"2209",72,90,8010
"2210",54,90,8010
"2211",318,90,8010
"2212",438,90,8010
"2213",20,90,8010
"2214",253,90,8010
"2215",54,90,8010
"2216",150,90,8010
"2217",28,90,8010
"2218",363,90,8010
"2219",20,90,8010
"2220",172,90,8010
"2221",38,90,8010
"2222",126,90,8010
"2223",36,90,8010
"2224",48,90,8010
"2225",78,90,8010
"2226",91,90,8010
"2227",41,90,8010
"2228",124,90,8010
"2229",51,90,8010
"2230",352,90,8010
"2231",42,90,8010
"2232",84,90,8010
"2233",17,90,8010
"2234",230,90,8010
"2235",63,90,8010
"2236",385,90,8010
"2237",173,90,8010
"2238",20,90,8010
"2239",132,90,8010
"2240",34,90,8010
"2241",113,90,8010
"2242",470,90,8010
"2243",77,90,8010
"2244",439,90,8010
"2245",48,90,8010
"2246",57,90,8010
"2247",373,90,8010
"2248",40,90,8010
"2249",94,90,8010
"2250",65,90,8010
"2251",109,90,8010
"2252",111,90,8010
"2253",35,90,8010
"2254",78,90,8010
"2255",53,90,8010
"2256",141,90,8010
"2257",188,90,8010
"2258",33,90,8010
"2259",6,90,8010
"2260",85,90,8010
"2261",197,90,8010
"2262",138,90,8010
"2263",56,90,8010
"2264",52,90,8010
"2265",218,90,8010
"2266",118,90,8010
"2267",98,90,8010
"2268",53,90,8010
"2269",13,90,8010
"2270",37,90,8010
"2271",54,90,8010
"2272",23,90,8010
"2273",129,90,8010
"2274",267,90,8010
"2275",88,90,8010
"2276",297,90,8010
"2277",45,90,8010
"2278",198,90,8010
"2279",65,90,8010
"2280",148,90,8010
"2281",85,90,8010
"2282",36,90,8010
"2283",68,90,8010
"2284",127,90,8010
"2285",50,90,8010
"2286",208,90,8010
"2287",134,90,8010
"2288",62,90,8010
"2289",146,90,8010
"2290",301,90,8010
"2291",42,90,8010
"2292",51,90,8010
"2293",26,90,8010
"2294",171,90,8010
"2295",139,90,8010
"2296",403,90,8010
"2297",41,90,8010
"2298",166,90,8010
"2299",151,90,8010
"2300",104,90,8010
"2301",284,90,8010
"2302",328,90,8010
"2303",60,90,8010
"2304",61,90,8010
"2305",90,90,8010
"2306",94,90,8010
"2307",19,90,8010
"2308",62,90,8010
"2309",48,90,8010
"2310",304,90,8010
"2311",11,90,8010
"2312",184,90,8010
"2313",50,90,8010
"2314",360,90,8010
"2315",38,90,8010
"2316",40,90,8010
"2317",113,90,8010
"2318",121,90,8010
"2319",48,90,8010
"2320",30,90,8010
"2321",182,90,8010
"2322",107,90,8010
"2323",149,90,8010
"2324",92,90,8010
"2325",25,90,8010
"2326",35,90,8010
"2327",173,90,8010
"2328",266,90,8010
"2329",274,90,8010
"2330",60,90,8010
"2331",249,90,8010
"2332",561,90,8010
"2333",196,90,8010
"2334",88,90,8010
"2335",211,90,8010
"2336",262,90,8010
"2337",81,90,8010
"2338",155,90,8010
"2339",197,90,8010
"2340",103,90,8010
"2341",63,90,8010
"2342",120,90,8010
"2343",299,90,8010
"2344",71,90,8010
"2345",115,90,8010
"2346",154,90,8010
"2347",113,90,8010
"2348",93,90,8010
"2349",185,90,8010
"2350",115,90,8010
"2351",139,90,8010
"2352",63,90,8010
"2353",217,90,8010
"2354",99,90,8010
"2355",180,90,8010
"2356",14,90,8010
"2357",21,90,8010
"2358",42,90,8010
"2359",226,90,8010
"2360",56,90,8010
"2361",54,90,8010
"2362",55,90,8010
"2363",67,90,8010
"2364",20,90,8010
"2365",30,90,8010
"2366",195,90,8010
"2367",153,90,8010
"2368",37,90,8010
"2369",247,90,8010
"2370",22,90,8010
"2371",184,90,8010
"2372",56,90,8010
"2373",223,90,8010
"2374",179,90,8010
"2375",67,90,8010
"2376",31,90,8010
"2377",71,90,8010
"2378",13,90,8010
"2379",73,90,8010
"2380",131,90,8010
"2381",73,90,8010
"2382",199,90,8010
"2383",113,90,8010
"2384",413,90,8010
"2385",97,90,8010
"2386",203,90,8010
"2387",12,90,8010
"2388",138,90,8010
"2389",288,90,8010
"2390",86,90,8010
"2391",263,90,8010
"2392",74,90,8010
"2393",318,90,8010
"2394",140,90,8010
"2395",104,90,8010
"2396",349,90,8010
"2397",103,90,8010
"2398",56,90,8010
"2399",29,90,8010
"2400",96,90,8010
"2401",20,140,28
"2402",15,140,28
"2403",12,140,28
"2404",16,140,28
"2405",2,140,28
"2406",8,140,28
"2407",38,140,28
"2408",13,140,28
"2409",13,140,28
"2410",8,140,28
"2411",9,140,28
"2412",38,140,28
"2413",11,140,28
"2414",28,140,28
"2415",26,140,28
"2416",9,140,28
"2417",44,140,28
"2418",16,140,28
"2419",8,140,28
"2420",17,140,28
"2421",13,140,28
"2422",8,140,28
"2423",22,140,28
"2424",3,140,28
"2425",16,140,28
"2426",17,140,28
"2427",30,140,28
"2428",9,140,28
"2429",10,140,28
"2430",26,140,28
"2431",7,140,28
"2432",36,140,28
"2433",10,140,28
"2434",5,140,28
"2435",22,140,28
"2436",11,140,28
"2437",22,140,28
"2438",76,140,28
"2439",15,140,28
"2440",3,140,28
"2441",23,140,28
"2442",13,140,28
"2443",6,140,28
"2444",12,140,28
"2445",18,140,28
"2446",17,140,28
"2447",12,140,28
"2448",18,140,28
"2449",12,140,28
"2450",18,140,28
"2451",30,140,28
"2452",21,140,28
"2453",15,140,28
"2454",27,140,28
"2455",10,140,28
"2456",16,140,28
"2457",8,140,28
"2458",26,140,28
"2459",14,140,28
"2460",26,140,28
"2461",39,140,28
"2462",17,140,28
"2463",10,140,28
"2464",13,140,28
"2465",19,140,28
"2466",17,140,28
"2467",8,140,28
"2468",40,140,28
"2469",11,140,28
"2470",22,140,28
"2471",15,140,28
"2472",35,140,28
"2473",14,140,28
"2474",42,140,28
"2475",13,140,28
"2476",5,140,28
"2477",7,140,28
"2478",8,140,28
"2479",26,140,28
"2480",11,140,28
"2481",22,140,28
"2482",2,140,28
"2483",62,140,28
"2484",16,140,28
"2485",14,140,28
"2486",13,140,28
"2487",18,140,28
"2488",38,140,28
"2489",7,140,28
"2490",11,140,28
"2491",9,140,28
"2492",16,140,28
"2493",22,140,28
"2494",23,140,28
"2495",23,140,28
"2496",7,140,28
"2497",17,140,28
"2498",14,140,28
"2499",25,140,28
"2500",23,140,28
"2501",13,140,28
"2502",12,140,28
"2503",8,140,28
"2504",19,140,28
"2505",10,140,28
"2506",11,140,28
"2507",8,140,28
"2508",18,140,28
"2509",3,140,28
"2510",26,140,28
"2511",53,140,28
"2512",11,140,28
"2513",19,140,28
"2514",25,140,28
"2515",12,140,28
"2516",9,140,28
"2517",19,140,28
"2518",13,140,28
"2519",39,140,28
"2520",18,140,28
"2521",11,140,28
"2522",11,140,28
"2523",11,140,28
"2524",34,140,28
"2525",10,140,28
"2526",26,140,28
"2527",27,140,28
"2528",18,140,28
"2529",40,140,28
"2530",16,140,28
"2531",75,140,28
"2532",65,140,28
"2533",24,140,28
"2534",9,140,28
"2535",12,140,28
"2536",22,140,28
"2537",13,140,28
"2538",12,140,28
"2539",27,140,28
"2540",36,140,28
"2541",6,140,28
"2542",18,140,28
"2543",16,140,28
"2544",39,140,28
"2545",23,140,28
"2546",20,140,28
"2547",4,140,28
"2548",29,140,28
"2549",12,140,28
"2550",14,140,28
"2551",7,140,28
"2552",27,140,28
"2553",17,140,28
"2554",14,140,28
"2555",7,140,28
"2556",18,140,28
"2557",20,140,28
"2558",4,140,28
"2559",22,140,28
"2560",11,140,28
"2561",18,140,28
"2562",13,140,28
"2563",32,140,28
"2564",13,140,28
"2565",7,140,28
"2566",19,140,28
"2567",13,140,28
"2568",15,140,28
"2569",13,140,28
"2570",13,140,28
"2571",12,140,28
"2572",38,140,28
"2573",15,140,28
"2574",37,140,28
"2575",49,140,28
"2576",8,140,28
"2577",11,140,28
"2578",11,140,28
"2579",9,140,28
"2580",11,140,28
"2581",23,140,28
"2582",13,140,28
"2583",7,140,28
"2584",11,140,28
"2585",4,140,28
"2586",7,140,28
"2587",16,140,28
"2588",67,140,28
"2589",15,140,28
"2590",43,140,28
"2591",48,140,28
"2592",14,140,28
"2593",6,140,28
"2594",17,140,28
"2595",18,140,28
"2596",5,140,28
"2597",7,140,28
"2598",6,140,28
"2599",28,140,28
"2600",31,140,28
"2601",13,140,78
"2602",15,140,78
"2603",15,140,78
"2604",9,140,78
"2605",18,140,78
"2606",7,140,78
"2607",15,140,78
"2608",42,140,78
"2609",8,140,78
"2610",26,140,78
"2611",12,140,78
"2612",49,140,78
"2613",14,140,78
"2614",10,140,78
"2615",27,140,78
"2616",41,140,78
"2617",22,140,78
"2618",51,140,78
"2619",12,140,78
"2620",6,140,78
"2621",4,140,78
"2622",12,140,78
"2623",8,140,78
"2624",6,140,78
"2625",23,140,78
"2626",17,140,78
"2627",9,140,78
"2628",16,140,78
"2629",5,140,78
"2630",25,140,78
"2631",6,140,78
"2632",2,140,78
"2633",12,140,78
"2634",44,140,78
"2635",11,140,78
"2636",5,140,78
"2637",29,140,78
"2638",10,140,78
"2639",84,140,78
"2640",87,140,78
"2641",15,140,78
"2642",5,140,78
"2643",31,140,78
"2644",13,140,78
"2645",4,140,78
"2646",20,140,78
"2647",33,140,78
"2648",94,140,78
"2649",10,140,78
"2650",33,140,78
"2651",19,140,78
"2652",15,140,78
"2653",15,140,78
"2654",17,140,78
"2655",9,140,78
"2656",28,140,78
"2657",15,140,78
"2658",5,140,78
"2659",48,140,78
"2660",13,140,78
"2661",24,140,78
"2662",33,140,78
"2663",19,140,78
"2664",6,140,78
"2665",7,140,78
"2666",8,140,78
"2667",19,140,78
"2668",12,140,78
"2669",18,140,78
"2670",14,140,78
"2671",17,140,78
"2672",11,140,78
"2673",14,140,78
"2674",4,140,78
"2675",4,140,78
"2676",18,140,78
"2677",5,140,78
"2678",20,140,78
"2679",16,140,78
"2680",48,140,78
"2681",14,140,78
"2682",18,140,78
"2683",7,140,78
"2684",23,140,78
"2685",26,140,78
"2686",8,140,78
"2687",25,140,78
"2688",7,140,78
"2689",37,140,78
"2690",16,140,78
"2691",22,140,78
"2692",20,140,78
"2693",44,140,78
"2694",26,140,78
"2695",21,140,78
"2696",5,140,78
"2697",7,140,78
"2698",4,140,78
"2699",15,140,78
"2700",43,140,78
"2701",62,140,78
"2702",17,140,78
"2703",21,140,78
"2704",23,140,78
"2705",89,140,78
"2706",8,140,78
"2707",5,140,78
"2708",16,140,78
"2709",95,140,78
"2710",21,140,78
"2711",13,140,78
"2712",35,140,78
"2713",52,140,78
"2714",58,140,78
"2715",24,140,78
"2716",16,140,78
"2717",2,140,78
"2718",14,140,78
"2719",16,140,78
"2720",44,140,78
"2721",69,140,78
"2722",10,140,78
"2723",13,140,78
"2724",26,140,78
"2725",17,140,78
"2726",15,140,78
"2727",14,140,78
"2728",17,140,78
"2729",6,140,78
"2730",29,140,78
"2731",25,140,78
"2732",13,140,78
"2733",10,140,78
"2734",69,140,78
"2735",9,140,78
"2736",14,140,78
"2737",20,140,78
"2738",14,140,78
"2739",12,140,78
"2740",30,140,78
"2741",7,140,78
"2742",26,140,78
"2743",46,140,78
"2744",44,140,78
"2745",10,140,78
"2746",33,140,78
"2747",6,140,78
"2748",7,140,78
"2749",13,140,78
"2750",13,140,78
"2751",4,140,78
"2752",5,140,78
"2753",8,140,78
"2754",26,140,78
"2755",20,140,78
"2756",10,140,78
"2757",60,140,78
"2758",15,140,78
"2759",40,140,78
"2760",6,140,78
"2761",14,140,78
"2762",10,140,78
"2763",19,140,78
"2764",4,140,78
"2765",16,140,78
"2766",12,140,78
"2767",15,140,78
"2768",23,140,78
"2769",11,140,78
"2770",42,140,78
"2771",23,140,78
"2772",12,140,78
"2773",11,140,78
"2774",13,140,78
"2775",5,140,78
"2776",25,140,78
"2777",21,140,78
"2778",20,140,78
"2779",14,140,78
"2780",16,140,78
"2781",18,140,78
"2782",26,140,78
"2783",10,140,78
"2784",30,140,78
"2785",26,140,78
"2786",10,140,78
"2787",5,140,78
"2788",16,140,78
"2789",3,140,78
"2790",53,140,78
"2791",10,140,78
"2792",42,140,78
"2793",27,140,78
"2794",23,140,78
"2795",10,140,78
"2796",17,140,78
"2797",3,140,78
"2798",20,140,78
"2799",5,140,78
"2800",11,140,78
"2801",14,140,147
"2802",26,140,147
"2803",26,140,147
"2804",9,140,147
"2805",28,140,147
"2806",24,140,147
"2807",16,140,147
"2808",6,140,147
"2809",108,140,147
"2810",102,140,147
"2811",24,140,147
"2812",164,140,147
"2813",19,140,147
"2814",24,140,147
"2815",17,140,147
"2816",11,140,147
"2817",5,140,147
"2818",5,140,147
"2819",80,140,147
"2820",22,140,147
"2821",7,140,147
"2822",16,140,147
"2823",62,140,147
"2824",53,140,147
"2825",158,140,147
"2826",7,140,147
"2827",8,140,147
"2828",7,140,147
"2829",37,140,147
"2830",29,140,147
"2831",34,140,147
