"","Tipo","Nucleos","Time"
"datos","Ordenado","1","6.86"
"","Reverso","1","6.874"
"","Aleatorio","1","6.891"
"","Pares","1","0.328"
"","Impares","1","15.468"
"","MaxPrimo","1","43.418"
"","Medium","1","21.771"
"","Ordenado","1","6.873"
"","Reverso","1","6.89500000000001"
"","Aleatorio","1","6.90899999999999"
"","Pares","1","0.321999999999989"
"","Impares","1","15.366"
"","MaxPrimo","1","43.166"
"","Medium","1","21.837"
"","Ordenado","1","6.85299999999998"
"","Reverso","1","6.90299999999999"
"","Aleatorio","1","6.85900000000001"
"","Pares","1","0.320999999999998"
"","Impares","1","15.263"
"","MaxPrimo","1","43.424"
"","Medium","1","21.793"
"","Ordenado","1","6.83699999999999"
"","Reverso","1","6.822"
"","Aleatorio","1","6.952"
"","Pares","1","0.350999999999999"
"","Impares","1","15.323"
"","MaxPrimo","1","43.311"
"","Medium","1","21.832"
"","Ordenado","1","6.80000000000001"
"","Reverso","1","6.91699999999997"
"","Aleatorio","1","6.93399999999997"
"","Pares","1","0.319999999999993"
"","Impares","1","15.465"
"","MaxPrimo","1","43.473"
"","Medium","1","21.788"
"","Ordenado","1","6.88199999999995"
"","Reverso","1","6.88300000000004"
"","Aleatorio","1","6.90800000000002"
"","Pares","1","0.314999999999998"
"","Impares","1","15.279"
"","MaxPrimo","1","43.316"
"","Medium","1","21.846"
"","Ordenado","1","6.76300000000003"
"","Reverso","1","6.89200000000005"
"","Aleatorio","1","6.87400000000002"
"","Pares","1","0.313999999999965"
"","Impares","1","15.391"
"","MaxPrimo","1","43.42"
"","Medium","1","21.936"
"","Ordenado","1","6.89599999999996"
"","Reverso","1","6.971"
"","Aleatorio","1","6.92599999999993"
"","Pares","1","0.313999999999965"
"","Impares","1","15.497"
"","MaxPrimo","1","43.5319999999999"
"","Medium","1","21.949"
"","Ordenado","1","6.91300000000001"
"","Reverso","1","6.952"
"","Aleatorio","1","6.91700000000003"
"","Pares","1","0.316000000000031"
"","Impares","1","15.514"
"","MaxPrimo","1","43.6"
"","Medium","1","21.898"
"","Ordenado","1","6.89800000000002"
"","Reverso","1","6.87199999999996"
"","Aleatorio","1","6.9910000000001"
"","Pares","1","0.314999999999941"
"","Impares","1","15.4209999999999"
"","MaxPrimo","1","43.4739999999999"
"","Medium","1","21.968"
"","Ordenado","1","6.87000000000012"
"","Reverso","1","6.97000000000003"
"","Aleatorio","1","6.90300000000002"
"","Pares","1","0.315000000000055"
"","Impares","1","15.5949999999999"
"","MaxPrimo","1","43.7189999999998"
"","Medium","1","21.923"
"","Ordenado","1","6.9079999999999"
"","Reverso","1","6.952"
"","Aleatorio","1","6.97199999999998"
"","Pares","1","0.317000000000007"
"","Impares","1","15.4849999999999"
"","MaxPrimo","1","43.403"
"","Medium","1","21.8499999999999"
"","Ordenado","1","6.80400000000009"
"","Reverso","1","6.86900000000014"
"","Aleatorio","1","6.85000000000014"
"","Pares","1","0.315000000000055"
"","Impares","1","15.2949999999998"
"","MaxPrimo","1","43.317"
"","Medium","1","21.7459999999999"
"","Ordenado","1","6.78899999999999"
"","Reverso","1","6.8130000000001"
"","Aleatorio","1","6.85399999999981"
"","Pares","1","0.313000000000102"
"","Impares","1","15.2429999999999"
"","MaxPrimo","1","43.2429999999999"
"","Medium","1","21.809"
"","Ordenado","1","6.78399999999988"
"","Reverso","1","6.87799999999993"
"","Aleatorio","1","6.83999999999992"
"","Pares","1","0.316000000000031"
"","Impares","1","15.3979999999999"
"","MaxPrimo","1","43.2809999999999"
"","Medium","1","21.691"
"","Ordenado","1","6.8119999999999"
"","Reverso","1","6.84999999999991"
"","Aleatorio","1","6.88799999999992"
"","Pares","1","0.315000000000055"
"","Impares","1","15.24"
"","MaxPrimo","1","43.0909999999999"
"","Medium","1","21.779"
"","Ordenado","1","6.73000000000002"
"","Reverso","1","6.89300000000003"
"","Aleatorio","1","6.83200000000011"
"","Pares","1","0.312999999999874"
"","Impares","1","15.386"
"","MaxPrimo","1","43.2469999999998"
"","Medium","1","21.7169999999999"
"","Ordenado","1","6.84699999999998"
"","Reverso","1","6.82299999999987"
"","Aleatorio","1","6.92399999999998"
"","Pares","1","0.315000000000055"
"","Impares","1","15.2649999999999"
"","MaxPrimo","1","43.1179999999999"
"","Medium","1","21.8229999999999"
"","Ordenado","1","6.80199999999991"
"","Reverso","1","6.90200000000004"
"","Aleatorio","1","6.86999999999989"
"","Pares","1","0.315000000000055"
"","Impares","1","15.3620000000001"
"","MaxPrimo","1","43.3310000000001"
"","Medium","1","21.7750000000001"
"","Ordenado","1","6.82299999999987"
"","Reverso","1","6.8599999999999"
"","Aleatorio","1","6.94299999999998"
"","Pares","1","0.317000000000007"
"","Impares","1","15.2860000000001"
"","MaxPrimo","1","43.1880000000001"
"","Medium","1","21.8"
"","Ordenado","1","6.81400000000031"
"","Reverso","1","6.88999999999987"
"","Aleatorio","1","6.7819999999997"
"","Pares","1","0.316000000000031"
"","Impares","1","15.289"
"","MaxPrimo","1","43.1500000000001"
"","Medium","1","21.7109999999998"
"","Ordenado","1","6.84400000000005"
"","Reverso","1","6.80999999999995"
"","Aleatorio","1","6.88699999999972"
"","Pares","1","0.315999999999804"
"","Impares","1","15.2629999999999"
"","MaxPrimo","1","43.143"
"","Medium","1","21.7920000000004"
"","Ordenado","1","6.79999999999973"
"","Reverso","1","6.91700000000037"
"","Aleatorio","1","6.82499999999982"
"","Pares","1","0.316000000000258"
"","Impares","1","15.3400000000001"
"","MaxPrimo","1","43.2839999999997"
"","Medium","1","21.7330000000002"
"","Ordenado","1","6.85300000000007"
